Source Country,Name,Field Of Influence,Generation,Influence,Description
Spain,Walter Alvarez,Academia/Science,First Generation,First Generation,"Walter Alvarez  is a professor in the Earth and Planetary Science department at the University of California, Berkeley"
Spain,Synyster Gates,Arts/Entertainment,First Generation,Second Generation or Higher,
Spain,Robert Ri'chard,Arts/Entertainment,First Generation,Second Generation or Higher,Robert Andrew Ri'chard  is an American television and film actor
Spain,Diego Boneta,Arts/Entertainment,First Generation,First Generation,Diego Andr_s Gonz_lez Boneta  is a Mexican singer and actor
Spain,Baldomero Lopez,Military,First Generation,Second Generation or Higher,Baldomero LÜpez  was a first lieutenant in the United States Marine Corps during the Korean War
Spain,Trixie Friganza,Arts/Entertainment,First Generation,First Generation,"Trixie Friganza , born Delia OêCallaghan, began her career as an operetta soubrette, working her way from the chorus to starring in musical comedies to having her own feature act on the vaudeville circuit"
Spain,Elwood Richard Quesada,Military,First Generation,First Generation,"Elwood Richard ""Pete"" Quesada, CB, CBE  was a United States Air Force General, FAA administrator, and, later, a club owner in Major League Baseball"
Spain,Rudolph B. Davila,Military,First Generation,First Generation,"Rudolph B  Davila , born in El Paso, Texas, was a United States Army officer, of Spanish-Filipino descent, who received the Medal of Honor for his actions in Italy during World War II"
Spain,Maria Montez,Arts/Entertainment,Second Generation or Higher,First Generation,Marêa Africa Garcêa Vidal de Santo Silas  was a Dominican motion picture actress who gained fame and popularity in the 1940s as an exotic beauty starring in a series of filmed-in-Technicolor costume adventure films
Spain,Al Cisneros,Arts/Entertainment,First Generation,Second Generation or Higher,"Al Cisneros /s_s_n_ro_s/  is an American musician from San Jose, California"
Spain,Don Carlos Buell,Military,First Generation,Second Generation or Higher,"Don Carlos Buell  was a United States Army officer who fought in the Seminole War, the Mexican-American War, and the American Civil War"
Spain,Lainie Kazan,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,Lainie Kazan  is an American actress and singer
Spain,Trini Alvarado,Arts/Entertainment,Second Generation or Higher,First Generation,"Trinidad ""Trini"" Alvarado  is an American actress best known for her performances as Margaret ""Meg"" March in the 1994 film adaptation of Louisa May Alcott's novel Little Women and Lucy Lynskey in the comedy/horror film The Frighteners"
Spain,Vernon Duke,Arts/Entertainment,First Generation,First Generation,"Vernon Duke  was an American composer/songwriter, who also wrote under his original name, Vladimir Dukelsky"
Spain,Celeste Thorson,Arts/Entertainment,First Generation,Second Generation or Higher,"Celeste Thorson  is an American actress, model, screenwriter, and activist"
Spain,Fernando Ferrer,Government,First Generation,Second Generation or Higher,"Fernando James ""Freddy"" Ferrer  was the Borough President of The Bronx from 1987 to 2001, and was a candidate for Mayor of New York City in 2001 and the Democratic Party nominee for Mayor in 2005"
Spain,Carmen Marc Valvo,Arts/Entertainment,First Generation,Second Generation or Higher,"Carmen Marc Valvo is an American designer who specializes in evening-wear and high-end cocktail dresses for a line of the same name, which was founded in 1989"
Spain,Malia Jones,Sports,First Generation,Second Generation or Higher,Malia Jones  is an American model and surfer
Spain,Jonathan Borrajo,Sports,First Generation,First Generation,Jonathan Borrajo  is an American soccer player of Spanish heritage who currently plays for Fort Lauderdale Strikers in the NASL
Spain,Santos Benavides,Military,First Generation,Second Generation or Higher,Santos Benavides  was a Confederate colonel during the American Civil War
Spain,Carlos PenaVega,Arts/Entertainment,First Generation,Second Generation or Higher,Carlos Roberto PenaVega  is an American actor and singer
Spain,Patricia Medina,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,Patricia Paz Maria Medina  was an English actress
Spain,Mila J,Arts/Entertainment,First Generation,Second Generation or Higher,"Jamila Akiko Aba Chilombo , better known as Mila J, is an American singer, songwriter, rapper, and dancer"
Spain,Rachel McLish,Sports,First Generation,Second Generation or Higher,"Rachel Livia Elizondo McLish  is an American female bodybuilding champion, actress, and author"
Spain,Manuel Real,Government,First Generation,Second Generation or Higher,Manuel Lawrence Real  is a judge of the U
Spain,Bitsie Tulloch,Arts/Entertainment,First Generation,Second Generation or Higher,"Elizabeth Tulloch , known professionally as Bitsie Tulloch, is an American actress"
Spain,Camile Velasco,Arts/Entertainment,First Generation,Second Generation or Higher,"Ciara-Camile Roque Velasco  known by her stage name Eli-Mac is a Filipino American singer and came in ninth place on the third season of the reality/talent-search television series, American Idol"
Spain,Sheriff,Government,First Generation,Second Generation or Higher,"In principle, a sheriff is a legal official with responsibility for a ""shire"", i"
Spain,Rodolfo Valentin,Business/Technology,First Generation,Second Generation or Higher,Rodolfo Valentin  is a New York City hairdresser and entrepreneur
Spain,Tomas Avila Sanchez,Government,Second Generation or Higher,Second Generation or Higher,"Tomas Avila Sanchez , soldier, sheriff and public official, was on the Los Angeles County, California, Board of Supervisors and was a member of the Los Angeles Common Council, the legislative branch of the city"
Spain,Matthew Santos,Arts/Entertainment,First Generation,Second Generation or Higher,"Matthew Santos is an American rock and folk singer-songwriter, musician and painter"
Spain,Chris Gimenez,Sports,First Generation,Second Generation or Higher,Christopher Paul Gimenez  is an American professional baseball catcher in the Texas Rangers organization
Spain,Page Cortez,Government,First Generation,Second Generation or Higher,"Patrick Page Cortez, known as Page Cortez , is a businessman from Lafayette, Louisiana, who is a Republican member of the Louisiana State Senate from District 23"
Spain,Ernest Fenollosa,Academia/Science,First Generation,Second Generation or Higher,"Ernest Francisco Fenollosa  was an American art historian of Japanese art, professor of philosophy and political economy at Tokyo Imperial University"
Spain,Irvan Perez,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,"Irv_n J  P_rez , who was sometimes known as ""Pooka"", was an American Isle_o d_cima singer and woodcarver, as well as a leading advocate for the language and culture of the Isle_os of Louisiana"
Spain,Matt Diaz,Sports,Second Generation or Higher,Second Generation or Higher,Matthew Edward Diaz  is an American former professional baseball outfielder
Spain,Eusebius J. Beltran,Religion,Second Generation or Higher,Second Generation or Higher,Eusebius Joseph Beltran  is an American prelate
Spain,Sean Reyes,Government,First Generation,Second Generation or Higher,Sean D  Reyes is the 21st Attorney General of Utah
Spain,Charlyne Yi,Arts/Entertainment,First Generation,Second Generation or Higher,"Charlyne Amanda Yi  is an American actress, comedian, musician, and writer"
Spain,Ezequiel Cabeza De Baca,Government,Second Generation or Higher,Second Generation or Higher,Ezequiel Cabeza De Baca  was the first Hispano elected for office as Lieutenant Governor in New Mexico's first election
Spain,Eulogio F. de Celis,Business,First Generation,Second Generation or Higher,"Eulogio F  de Celis was the predominant landowner in the San Fernando Valley section of Los Angeles, California, in the mid-19th Century, a member of the Los Angeles Common Council and a newspaper publisher"
Spain,Midajah,Sports,First Generation,Second Generation or Higher,"Melinda Midajah McCullum  is an American personal trainer, fitness model and former professional wrestling manager, better known by her ring name, Midajah"
Spain,Joseph A. Unanue,Business/Technology,First Generation,First Generation,Joseph Andrew Unanue  was the president of the Unanue family
Spain,Ashli Orion,Arts/Entertainment,First Generation,Second Generation or Higher,Ashli Orion  is the stage name of an American pornographic actress
Spain,Alberto Rivera,Academia/Science,Second Generation or Higher,Second Generation or Higher,Alberto Magno Romero Rivera  was an anti-Catholic religious activist who was the source of many of the conspiracy theories about the Vatican espoused by fundamentalist Christian author Jack Chick
Spain,Craig Rivera,Media/Journalism,Second Generation or Higher,Second Generation or Higher,"Craig Rivera  is an American television journalist, producer, and correspondent for Fox News Channel"
Spain,Constance Bennett,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,Constance Campbell Bennett  was an American actress
Spain,Alanna Ubach,Arts/Entertainment,First Generation,Second Generation or Higher,Alanna Noel Ubach  is an American actress
Spain,Juan Verde,Government,Second Generation or Higher,First Generation,"Juan Verde Su_rez  is a business and Spanish social entrepreneur who worked on the political campaigns of Senator Ted Kennedy, President Bill Clinton, Vice President Al Gore, Senator John Kerry, and Secretary of State Hillary Clinton, besides of serving as International Co-Chair for the reelection campaign of President Barack Obama in 2012"
Spain,Antonio Moreno,Arts/Entertainment,First Generation,First Generation,"Antonio ""Tony"" Moreno  was a Spanish-born American actor and film director of the silent film era and through the 1950s"
Spain,Jonny Diaz,Arts/Entertainment,First Generation,Second Generation or Higher,"Jonathan Adam ""Jonny"" Diaz  is an American contemporary Christian pop artist originally from Lakeland, Florida"
Spain,Henry Silva,Arts/Entertainment,First Generation,Second Generation or Higher,Henry Silva  is an American film and television actor
